"Notes","County","County Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Denali Borough, AK","02068",Suppressed,5793,Suppressed,Suppressed
,"Dillingham Census Area, AK","02070",Suppressed,14939,Suppressed,Suppressed
,"Fairbanks North Star Borough, AK","02090",65,299593,21.6961,21.8379
,"Haines Borough, AK","02100",Suppressed,7596,Suppressed,Suppressed
,"Hoonah-Angoon Census Area, AK","02105",Suppressed,6293,Suppressed,Suppressed
,"Juneau Borough, AK","02110",18,97630,Unreliable,Unreliable
,"Kenai Peninsula Borough, AK","02122",56,174042,32.1761,31.8222
,"Ketchikan Gateway Borough, AK","02130",Suppressed,41242,Suppressed,Suppressed
,"Kodiak Island Borough, AK","02150",Suppressed,41607,Suppressed,Suppressed
,"Lake and Peninsula Borough, AK","02164",Suppressed,4756,Suppressed,Suppressed
,"Matanuska-Susitna Borough, AK","02170",63,303342,20.7686,21.5367
,"Nome Census Area, AK","02180",18,29580,Unreliable,Unreliable
,"North Slope Borough, AK","02185",12,28996,Unreliable,Unreliable
,"Northwest Arctic Borough, AK","02188",13,23142,Unreliable,Unreliable
,"Petersburg Borough/Census Area, AK","02195",Suppressed,9486,Suppressed,Suppressed
,"Prince of Wales-Hyder Census Area, AK","02198",Suppressed,19084,Suppressed,Suppressed
,"Prince of Wales-Outer Ketchikan Census Area, AK","02201",Missing,Missing,Missing,Missing
,"Sitka Borough, AK","02220",Suppressed,26593,Suppressed,Suppressed
,"Skagway Municipality, AK","02230",0,3181,Unreliable,Unreliable
,"Skagway-Hoonah-Angoon Census Area, AK","02232",Missing,Missing,Missing,Missing
,"Southeast Fairbanks Census Area, AK","02240",Suppressed,20646,Suppressed,Suppressed
,"Valdez-Cordova Census Area, AK","02261",Suppressed,28205,Suppressed,Suppressed
,"Wade Hampton Census Area, AK","02270",31,24178,128.2157,133.4958
,"Wrangell City and Borough, AK","02275",Suppressed,7157,Suppressed,Suppressed
,"Wrangell-Petersburg Census Area, AK","02280",Missing,Missing,Missing,Missing
,"Yakutat Borough, AK","02282",0,1849,Unreliable,Unreliable
,"Yukon-Koyukuk Census Area, AK","02290",Suppressed,16606,Suppressed,Suppressed
,"Apache County, AZ","04001",64,216414,29.5729,30.5689
,"Cochise County, AZ","04003",97,379645,25.5502,22.6117
,"Coconino County, AZ","04005",87,417687,20.8290,21.1308
,"Gila County, AZ","04007",50,159834,31.2825,32.4894
,"Graham County, AZ","04009",25,113222,22.0805,22.4512
,"Greenlee County, AZ","04011",Suppressed,28488,Suppressed,Suppressed
,"La Paz County, AZ","04012",21,60700,34.5964,29.0688
,"Maricopa County, AZ","04013",2018,12498135,16.1464,15.9144
,"Mohave County, AZ","04015",221,613347,36.0318,32.4880
,"Navajo County, AZ","04017",88,326404,26.9605,28.1527
,"Pima County, AZ","04019",570,3030747,18.8072,17.9476
,"Pinal County, AZ","04021",204,1227042,16.6253,16.1736
,"Santa Cruz County, AZ","04023",12,139141,Unreliable,Unreliable
,"Yavapai County, AZ","04025",239,666661,35.8503,32.5524
,"Yuma County, AZ","04027",92,613153,15.0044,14.9076
,"Arkansas County, AR","05001",Suppressed,55241,Suppressed,Suppressed
,"Ashley County, AR","05003",Suppressed,62278,Suppressed,Suppressed
,"Baxter County, AR","05005",41,122972,33.3409,30.9926
,"Benton County, AR","05007",128,750284,17.0602,17.4309
,"Boone County, AR","05009",23,111722,20.5868,18.0415
,"Bradley County, AR","05011",Suppressed,33238,Suppressed,Suppressed
,"Calhoun County, AR","05013",Suppressed,15575,Suppressed,Suppressed
,"Carroll County, AR","05015",17,83094,Unreliable,Unreliable
,"Chicot County, AR","05017",Suppressed,33152,Suppressed,Suppressed
,"Clark County, AR","05019",Suppressed,67866,Suppressed,Suppressed
,"Clay County, AR","05021",Suppressed,45147,Suppressed,Suppressed
,"Cleburne County, AR","05023",16,76365,Unreliable,Unreliable
,"Cleveland County, AR","05025",Suppressed,25001,Suppressed,Suppressed
,"Columbia County, AR","05027",16,71948,Unreliable,Unreliable
,"Conway County, AR","05029",15,63039,Unreliable,Unreliable
,"Craighead County, AR","05031",54,312707,17.2686,17.3321
,"Crawford County, AR","05033",40,185667,21.5439,21.5731
,"Crittenden County, AR","05035",17,147746,Unreliable,Unreliable
,"Cross County, AR","05037",11,51548,Unreliable,Unreliable
,"Dallas County, AR","05039",Suppressed,22828,Suppressed,Suppressed
,"Desha County, AR","05041",Suppressed,36105,Suppressed,Suppressed
,"Drew County, AR","05043",Suppressed,56051,Suppressed,Suppressed
,"Faulkner County, AR","05045",61,364547,16.7331,16.8195
,"Franklin County, AR","05047",13,53133,Unreliable,Unreliable
,"Fulton County, AR","05049",Suppressed,36452,Suppressed,Suppressed
,"Garland County, AR","05051",91,291976,31.1669,31.8048
,"Grant County, AR","05053",12,54328,Unreliable,Unreliable
,"Greene County, AR","05055",36,132488,27.1723,26.9218
,"Hempstead County, AR","05057",Suppressed,66385,Suppressed,Suppressed
,"Hot Spring County, AR","05059",24,100168,23.9597,21.4646
,"Howard County, AR","05061",Suppressed,40177,Suppressed,Suppressed
,"Independence County, AR","05063",19,111179,Unreliable,Unreliable
,"Izard County, AR","05065",10,40364,Unreliable,Unreliable
,"Jackson County, AR","05067",11,52093,Unreliable,Unreliable
,"Jefferson County, AR","05069",32,213878,14.9618,14.8268
,"Johnson County, AR","05071",17,78322,Unreliable,Unreliable
,"Lafayette County, AR","05073",Suppressed,20954,Suppressed,Suppressed
,"Lawrence County, AR","05075",Suppressed,50445,Suppressed,Suppressed
,"Lee County, AR","05077",Suppressed,28820,Suppressed,Suppressed
,"Lincoln County, AR","05079",Suppressed,41495,Suppressed,Suppressed
,"Little River County, AR","05081",Suppressed,37455,Suppressed,Suppressed
,"Logan County, AR","05083",16,65464,Unreliable,Unreliable
,"Lonoke County, AR","05085",43,215430,19.9601,20.0546
,"Madison County, AR","05087",Suppressed,47579,Suppressed,Suppressed
,"Marion County, AR","05089",14,48877,Unreliable,Unreliable
,"Miller County, AR","05091",19,131123,Unreliable,Unreliable
,"Mississippi County, AR","05093",25,130808,19.1120,19.9901
,"Monroe County, AR","05095",Suppressed,22150,Suppressed,Suppressed
,"Montgomery County, AR","05097",Suppressed,26931,Suppressed,Suppressed
,"Nevada County, AR","05099",Suppressed,25679,Suppressed,Suppressed
,"Newton County, AR","05101",Suppressed,23753,Suppressed,Suppressed
,"Ouachita County, AR","05103",12,73284,Unreliable,Unreliable
,"Perry County, AR","05105",Suppressed,30566,Suppressed,Suppressed
,"Phillips County, AR","05107",12,58418,Unreliable,Unreliable
,"Pike County, AR","05109",Suppressed,32680,Suppressed,Suppressed
,"Poinsett County, AR","05111",21,72309,29.0420,28.6456
,"Polk County, AR","05113",12,60614,Unreliable,Unreliable
,"Pope County, AR","05115",32,190370,16.8094,16.5144
,"Prairie County, AR","05117",Suppressed,24846,Suppressed,Suppressed
,"Pulaski County, AR","05119",194,1178616,16.4600,16.1566
,"Randolph County, AR","05121",Suppressed,52488,Suppressed,Suppressed
,"St. Francis County, AR","05123",Suppressed,79684,Suppressed,Suppressed
,"Saline County, AR","05125",56,351882,15.9144,16.1197
,"Scott County, AR","05127",Suppressed,31483,Suppressed,Suppressed
,"Searcy County, AR","05129",Suppressed,23765,Suppressed,Suppressed
,"Sebastian County, AR","05131",62,382349,16.2156,16.4004
,"Sevier County, AR","05133",10,51626,Unreliable,Unreliable
,"Sharp County, AR","05135",17,50975,Unreliable,Unreliable
,"Stone County, AR","05137",10,37489,Unreliable,Unreliable
,"Union County, AR","05139",23,120258,19.1255,19.0678
,"Van Buren County, AR","05141",Suppressed,50250,Suppressed,Suppressed
,"Washington County, AR","05143",107,674318,15.8679,16.0527
,"White County, AR","05145",39,237016,16.4546,17.1452
,"Woodruff County, AR","05147",Suppressed,20292,Suppressed,Suppressed
,"Yell County, AR","05149",12,65216,Unreliable,Unreliable
,"Alameda County, CA","06001",471,4896840,9.6184,9.0696
,"Alpine County, CA","06003",0,3297,Unreliable,Unreliable
,"Amador County, CA","06005",34,111126,30.5959,27.9099
,"Butte County, CA","06007",124,676516,18.3292,17.9589
,"Calaveras County, CA","06009",38,134623,28.2270,23.9674
,"Colusa County, CA","06011",11,64489,Unreliable,Unreliable
,"Contra Costa County, CA","06013",357,3373211,10.5834,10.0887
,"Del Norte County, CA","06015",18,82006,Unreliable,Unreliable
,"El Dorado County, CA","06017",108,553164,19.5240,17.8707
,"Fresno County, CA","06019",310,2920750,10.6137,11.1965
,"Glenn County, CA","06021",21,84057,24.9830,24.3095
,"Humboldt County, CA","06023",113,407182,27.7517,26.8647
,"Imperial County, CA","06025",46,540165,8.5159,8.6469
,"Inyo County, CA","06027",10,54814,Unreliable,Unreliable
,"Kern County, CA","06029",363,2641553,13.7419,14.4626
,"Kings County, CA","06031",45,451019,9.9774,10.4093
,"Lake County, CA","06033",56,192891,29.0319,26.2626
,"Lassen County, CA","06035",23,93964,24.4775,23.3947
,"Los Angeles County, CA","06037",2484,30424912,8.1644,7.8375
,"Madera County, CA","06039",44,464243,9.4778,9.6110
,"Marin County, CA","06041",121,782622,15.4608,12.3831
,"Mariposa County, CA","06043",19,52623,Unreliable,Unreliable
,"Mendocino County, CA","06045",58,263146,22.0410,22.0976
,"Merced County, CA","06047",90,803480,11.2013,12.1693
,"Modoc County, CA","06049",Suppressed,26783,Suppressed,Suppressed
,"Mono County, CA","06051",Suppressed,41887,Suppressed,Suppressed
,"Monterey County, CA","06053",136,1300474,10.4577,10.3673
,"Napa County, CA","06055",45,426289,10.5562,9.7321
,"Nevada County, CA","06057",67,296877,22.5683,19.7217
,"Orange County, CA","06059",974,9487823,10.2658,9.6460
,"Placer County, CA","06061",152,1127616,13.4798,12.2549
,"Plumas County, CA","06063",16,55642,Unreliable,Unreliable
,"Riverside County, CA","06065",766,7078038,10.8222,10.7134
,"Sacramento County, CA","06067",598,4497821,13.2953,13.0541
,"San Benito County, CA","06069",12,176473,Unreliable,Unreliable
,"San Bernardino County, CA","06071",638,6380848,9.9987,10.4006
,"San Diego County, CA","06073",1247,9880701,12.6206,12.1705
,"San Francisco County, CA","06075",283,2588172,10.9344,9.9521
,"San Joaquin County, CA","06077",223,2175412,10.2509,10.4743
,"San Luis Obispo County, CA","06079",162,843371,19.2086,17.4612
,"San Mateo County, CA","06081",180,2288513,7.8654,7.3436
,"Santa Barbara County, CA","06083",177,1331607,13.2922,13.1269
,"Santa Clara County, CA","06085",459,5732051,8.0076,7.6686
,"Santa Cruz County, CA","06087",137,820623,16.6946,16.0396
,"Shasta County, CA","06089",133,538968,24.6768,23.7505
,"Sierra County, CA","06091",Suppressed,8917,Suppressed,Suppressed
,"Siskiyou County, CA","06093",40,130785,30.5845,26.7923
,"Solano County, CA","06095",171,1307430,13.0791,12.5036
,"Sonoma County, CA","06097",224,1505508,14.8787,13.4160
,"Stanislaus County, CA","06099",172,1611945,10.6703,10.5766
,"Sutter County, CA","06101",57,288961,19.7258,18.3576
,"Tehama County, CA","06103",35,189651,18.4550,18.2661
,"Trinity County, CA","06105",11,39021,Unreliable,Unreliable
,"Tulare County, CA","06107",139,1378498,10.0834,10.7365
,"Tuolumne County, CA","06109",39,161344,24.1720,18.7417
,"Ventura County, CA","06111",290,2546452,11.3884,10.8132
,"Yolo County, CA","06113",76,636408,11.9420,11.6775
,"Yuba County, CA","06115",39,223733,17.4315,18.1180
,"Adams County, CO","08001",254,1470242,17.2761,17.5242
,"Alamosa County, CO","08003",11,49327,Unreliable,Unreliable
,"Arapahoe County, CO","08005",340,1886985,18.0182,17.7897
,"Archuleta County, CO","08007",10,37450,Unreliable,Unreliable
,"Baca County, CO","08009",Suppressed,10828,Suppressed,Suppressed
,"Bent County, CO","08011",Suppressed,17321,Suppressed,Suppressed
,"Boulder County, CO","08013",163,954931,17.0693,16.4407
,"Broomfield County, CO","08014",38,193732,19.6147,18.5216
,"Chaffee County, CO","08015",17,56079,Unreliable,Unreliable
,"Cheyenne County, CO","08017",Suppressed,5548,Suppressed,Suppressed
,"Clear Creek County, CO","08019",Suppressed,27926,Suppressed,Suppressed
,"Conejos County, CO","08021",Suppressed,24524,Suppressed,Suppressed
,"Costilla County, CO","08023",Suppressed,10873,Suppressed,Suppressed
,"Crowley County, CO","08025",Suppressed,16616,Suppressed,Suppressed
,"Custer County, CO","08027",11,13408,Unreliable,Unreliable
,"Delta County, CO","08029",30,90291,33.2259,34.3833
,"Denver County, CO","08031",314,2039467,15.3962,15.2164
,"Dolores County, CO","08033",Suppressed,6012,Suppressed,Suppressed
,"Douglas County, CO","08035",163,965657,16.8797,16.8586
,"Eagle County, CO","08037",18,160515,Unreliable,Unreliable
,"Elbert County, CO","08039",20,74161,26.9684,25.3766
,"El Paso County, CO","08041",514,2026274,25.3668,25.1587
,"Fremont County, CO","08043",42,140640,29.8635,26.6792
,"Garfield County, CO","08045",39,174443,22.3569,21.9191
,"Gilpin County, CO","08047",Suppressed,17610,Suppressed,Suppressed
,"Grand County, CO","08049",13,44169,Unreliable,Unreliable
,"Gunnison County, CO","08051",19,48200,Unreliable,Unreliable
,"Hinsdale County, CO","08053",0,2348,Unreliable,Unreliable
,"Huerfano County, CO","08055",Suppressed,19631,Suppressed,Suppressed
,"Jackson County, CO","08057",Suppressed,4109,Suppressed,Suppressed
,"Jefferson County, CO","08059",324,1695864,19.1053,18.2608
,"Kiowa County, CO","08061",Suppressed,4198,Suppressed,Suppressed
,"Kit Carson County, CO","08063",Suppressed,24025,Suppressed,Suppressed
,"Lake County, CO","08065",Suppressed,22460,Suppressed,Suppressed
,"La Plata County, CO","08067",29,164300,17.6506,17.8437
,"Larimer County, CO","08069",229,997692,22.9530,22.7901
,"Las Animas County, CO","08071",11,42213,Unreliable,Unreliable
,"Lincoln County, CO","08073",Suppressed,16710,Suppressed,Suppressed
,"Logan County, CO","08075",16,66479,Unreliable,Unreliable
,"Mesa County, CO","08077",123,446851,27.5260,27.3313
,"Mineral County, CO","08079",0,2156,Unreliable,Unreliable
,"Moffat County, CO","08081",11,38974,Unreliable,Unreliable
,"Montezuma County, CO","08083",35,78939,44.3380,43.2318
,"Montrose County, CO","08085",23,123290,18.6552,16.5540
,"Morgan County, CO","08087",15,84962,Unreliable,Unreliable
,"Otero County, CO","08089",11,55126,Unreliable,Unreliable
,"Ouray County, CO","08091",Suppressed,14177,Suppressed,Suppressed
,"Park County, CO","08093",18,50021,Unreliable,Unreliable
,"Phillips County, CO","08095",Suppressed,13000,Suppressed,Suppressed
,"Pitkin County, CO","08097",10,53165,Unreliable,Unreliable
,"Prowers County, CO","08099",Suppressed,35910,Suppressed,Suppressed
,"Pueblo County, CO","08101",127,490589,25.8872,25.7647
,"Rio Blanco County, CO","08103",Suppressed,19823,Suppressed,Suppressed
,"Rio Grande County, CO","08105",Suppressed,34629,Suppressed,Suppressed
,"Routt County, CO","08107",17,72643,Unreliable,Unreliable
,"Saguache County, CO","08109",Suppressed,18836,Suppressed,Suppressed
,"San Juan County, CO","08111",Suppressed,2115,Suppressed,Suppressed
,"San Miguel County, CO","08113",Suppressed,23736,Suppressed,Suppressed
,"Sedgwick County, CO","08115",Suppressed,7154,Suppressed,Suppressed
,"Summit County, CO","08117",21,90035,23.3243,21.6689
,"Teller County, CO","08119",29,70817,40.9506,40.4737
,"Washington County, CO","08121",0,14552,Unreliable,Unreliable
,"Weld County, CO","08123",167,857776,19.4690,19.5416
,"Yuma County, CO","08125",Suppressed,30451,Suppressed,Suppressed
,"Fairfield County, CT","09001",242,2837668,8.5281,8.0476
,"Hartford County, CT","09003",259,2686215,9.6418,8.8517
,"Litchfield County, CT","09005",71,551167,12.8818,11.2570
,"Middlesex County, CT","09007",46,492335,9.3432,7.8066
,"New Haven County, CT","09009",304,2577622,11.7938,10.9268
,"New London County, CT","09011",120,815340,14.7178,13.8236
,"Tolland County, CT","09013",62,453905,13.6592,12.2267
,"Windham County, CT","09015",56,349763,16.0108,15.3570
,"Kent County, DE","10001",70,520347,13.4526,13.4785
,"New Castle County, DE","10003",207,1666544,12.4209,11.8854
,"Sussex County, DE","10005",90,646722,13.9163,12.7774
,"District of Columbia, DC","11001",126,2012291,6.2615,5.9334
,"Alachua County, FL","12001",102,779840,13.0796,13.1952
,"Baker County, FL","12003",13,82450,Unreliable,Unreliable
,"Bay County, FL","12005",129,544594,23.6874,23.0520
,"Bradford County, FL","12007",11,80556,Unreliable,Unreliable
,"Brevard County, FL","12009",393,1704103,23.0620,20.9939
,"Broward County, FL","12011",686,5675292,12.0875,11.0562
,"Calhoun County, FL","12013",Suppressed,43417,Suppressed,Suppressed
,"Charlotte County, FL","12015",106,520054,20.3825,19.4231
,"Citrus County, FL","12017",93,424056,21.9311,21.2294
,"Clay County, FL","12019",107,612076,17.4815,16.6802
,"Collier County, FL","12021",131,1071218,12.2291,10.5296
,"Columbia County, FL","12023",33,205504,16.0581,16.1210
,"DeSoto County, FL","12027",22,106270,20.7020,17.4285
,"Dixie County, FL","12029",11,48410,Unreliable,Unreliable
,"Duval County, FL","12031",417,2736963,15.2359,14.6922
,"Escambia County, FL","12033",175,936849,18.6796,18.1093
,"Flagler County, FL","12035",66,316110,20.8788,20.4725
,"Franklin County, FL","12037",Suppressed,35477,Suppressed,Suppressed
,"Gadsden County, FL","12039",17,138323,Unreliable,Unreliable
,"Gilchrist County, FL","12041",11,51408,Unreliable,Unreliable
,"Glades County, FL","12043",11,41275,Unreliable,Unreliable
,"Gulf County, FL","12045",13,47805,Unreliable,Unreliable
,"Hamilton County, FL","12047",Suppressed,42704,Suppressed,Suppressed
,"Hardee County, FL","12049",13,82331,Unreliable,Unreliable
,"Hendry County, FL","12051",19,116914,Unreliable,Unreliable
,"Hernando County, FL","12053",108,537129,20.1069,18.9843
,"Highlands County, FL","12055",65,298644,21.7650,18.3423
,"Hillsborough County, FL","12057",553,4041586,13.6827,13.0988
,"Holmes County, FL","12059",12,58461,Unreliable,Unreliable
,"Indian River County, FL","12061",74,444237,16.6578,12.5688
,"Jackson County, FL","12063",21,145629,14.4202,13.6995
,"Jefferson County, FL","12065",Suppressed,42037,Suppressed,Suppressed
,"Lafayette County, FL","12067",Suppressed,26115,Suppressed,Suppressed
,"Lake County, FL","12069",154,976961,15.7632,13.0792
,"Lee County, FL","12071",385,2103831,18.2999,16.9829
,"Leon County, FL","12073",89,858082,10.3720,10.8402
,"Levy County, FL","12075",29,119406,24.2869,19.5054
,"Liberty County, FL","12077",Suppressed,24893,Suppressed,Suppressed
,"Madison County, FL","12079",Suppressed,55150,Suppressed,Suppressed
,"Manatee County, FL","12081",204,1091003,18.6984,16.8380
,"Marion County, FL","12083",206,1031441,19.9721,18.9434
,"Martin County, FL","12085",82,468376,17.5073,15.1161
,"Miami-Dade County, FL","12086",787,8068936,9.7535,8.8273
,"Monroe County, FL","12087",53,233695,22.6791,19.8758
,"Nassau County, FL","12089",54,235685,22.9119,23.2249
,"Okaloosa County, FL","12091",105,596346,17.6072,17.9716
,"Okeechobee County, FL","12093",20,118932,16.8163,15.5892
,"Orange County, FL","12095",392,3855494,10.1673,9.8994
,"Osceola County, FL","12097",99,970219,10.2039,10.2054
,"Palm Beach County, FL","12099",700,4264309,16.4153,14.8740
,"Pasco County, FL","12101",323,1495608,21.5966,19.3398
,"Pinellas County, FL","12103",612,2848655,21.4838,18.3929
,"Polk County, FL","12105",278,1950879,14.2500,13.5392
,"Putnam County, FL","12107",41,216443,18.9426,18.5743
,"St. Johns County, FL","12109",129,679646,18.9805,17.2105
,"St. Lucie County, FL","12111",152,896098,16.9624,15.9909
,"Santa Rosa County, FL","12113",106,500959,21.1594,20.5796
,"Sarasota County, FL","12115",257,1215080,21.1509,18.9164
,"Seminole County, FL","12117",180,1347139,13.3617,12.1484
,"Sumter County, FL","12119",52,357237,14.5562,15.5906
,"Suwannee County, FL","12121",25,131576,19.0004,16.0954
,"Taylor County, FL","12123",12,67250,Unreliable,Unreliable
,"Union County, FL","12125",10,45566,Unreliable,Unreliable
,"Volusia County, FL","12127",336,1554782,21.6107,20.0139
,"Wakulla County, FL","12129",18,94860,Unreliable,Unreliable
,"Walton County, FL","12131",37,190927,19.3791,19.5288
,"Washington County, FL","12133",15,73707,Unreliable,Unreliable
,"Appling County, GA","13001",Suppressed,55422,Suppressed,Suppressed
,"Atkinson County, GA","13003",Suppressed,24894,Suppressed,Suppressed
,"Bacon County, GA","13005",Suppressed,33952,Suppressed,Suppressed
,"Baker County, GA","13007",Suppressed,9585,Suppressed,Suppressed
,"Baldwin County, GA","13009",27,136512,19.7785,20.5058
,"Banks County, GA","13011",Suppressed,55187,Suppressed,Suppressed
,"Barrow County, GA","13013",42,225736,18.6058,18.6867
,"Bartow County, GA","13015",64,308290,20.7597,20.0092
,"Ben Hill County, GA","13017",Suppressed,52110,Suppressed,Suppressed
,"Berrien County, GA","13019",12,56656,Unreliable,Unreliable
,"Bibb County, GA","13021",56,460386,12.1637,12.2220
,"Bleckley County, GA","13023",Suppressed,38008,Suppressed,Suppressed
,"Brantley County, GA","13025",Suppressed,55227,Suppressed,Suppressed
,"Brooks County, GA","13027",Suppressed,46763,Suppressed,Suppressed
,"Bryan County, GA","13029",21,105273,19.9481,21.3845
,"Bulloch County, GA","13031",23,219460,10.4803,12.7206
,"Burke County, GA","13033",17,68142,Unreliable,Unreliable
,"Butts County, GA","13035",11,70778,Unreliable,Unreliable
,"Calhoun County, GA","13037",Suppressed,19266,Suppressed,Suppressed
,"Camden County, GA","13039",22,157137,14.0005,14.6593
,"Candler County, GA","13043",Suppressed,32684,Suppressed,Suppressed
,"Carroll County, GA","13045",55,344899,15.9467,15.9192
,"Catoosa County, GA","13047",33,198069,16.6609,14.8653
,"Charlton County, GA","13049",Suppressed,38359,Suppressed,Suppressed
,"Chatham County, GA","13051",134,859417,15.5920,14.9027
,"Chattahoochee County, GA","13053",Suppressed,34127,Suppressed,Suppressed
,"Chattooga County, GA","13055",Suppressed,74685,Suppressed,Suppressed
,"Cherokee County, GA","13057",109,708574,15.3830,15.0313
,"Clarke County, GA","13059",41,369557,11.0944,12.6369
,"Clay County, GA","13061",0,9263,Unreliable,Unreliable
,"Clayton County, GA","13063",61,820959,7.4303,7.7408
,"Clinch County, GA","13065",Suppressed,20553,Suppressed,Suppressed
,"Cobb County, GA","13067",279,2220465,12.5649,12.2673
,"Coffee County, GA","13069",16,128931,Unreliable,Unreliable
,"Colquitt County, GA","13071",17,137654,Unreliable,Unreliable
,"Columbia County, GA","13073",62,430759,14.3932,14.0110
,"Cook County, GA","13075",Suppressed,51505,Suppressed,Suppressed
,"Coweta County, GA","13077",51,414524,12.3033,11.6733
,"Crawford County, GA","13079",Suppressed,37097,Suppressed,Suppressed
,"Crisp County, GA","13081",Suppressed,68536,Suppressed,Suppressed
,"Dade County, GA","13083",10,48910,Unreliable,Unreliable
,"Dawson County, GA","13085",23,69873,32.9169,32.8314
,"Decatur County, GA","13087",15,81216,Unreliable,Unreliable
,"DeKalb County, GA","13089",172,2197353,7.8276,7.4311
,"Dodge County, GA","13091",13,62421,Unreliable,Unreliable
,"Dooly County, GA","13093",Suppressed,41986,Suppressed,Suppressed
